26	22	15	24	14	16	14	18	19	35	8	13	22	19	10	22	34	2	17	3	22	21	29	9	22	18	33	25	14	13	10	36	11	6	14	28	27	27	0	14	34	12	23	15	19	15	11	5	15	31	38	33	3	13	9	12	38	21	29	32	6	35	4	28	28	27	5	17	19	20	33	26	31	20	37	3	21	44	62	76	82	76	62	44	11	18	26	8	23	12	34	5	4	37	6	6	6	3	17	26	32	30	27	18	27	37	19	12	30	9	9	18	24	24	5	5	11	28	16	32	36	15	2	22	29	12	19	8	36	18	21	8	4	2	31	30	7	34	26	25	38	1	16	19	22	3	25	2	21	27	19	24	8	25	15	4	14	10	9	38	108	204	251	204	108	38	74	114	167	211	229	211	167	113	65	24	20	16	8	33	33	11	24	30	37	35	15	6	30	4	6	20	252	20	14	32	22	22	35	22	0	31	23	18	10	10	18	9	2	6	10	8	23	32	31	31	27	33	30	8	38	4	25	8	9	50	111	50	13	8	19	36	15	22	23	27	15	33	35	29	11	30	5	19	23	27	15	28	34	2	5	33	16	16	37	29
38	9	4	15	19	22	37	19	15	38	10	25	37	26	11	20	0	34	15	12	36	18	11	3	22	6	3	22	11	14	28	33	13	37	36	8	29	24	35	23	27	28	26	60	80	60	26	15	10	1	18	25	11	20	9	11	25	34	33	8	15	34	10	37	24	6	32	25	21	10	2	9	14	24	38	8	44	71	100	123	132	123	100	71	44	29	34	18	6	31	18	4	33	24	4	35	1	2	38	26	14	19	29	2	28	27	18	22	13	7	15	35	9	14	12	3	20	32	35	28	15	11	26	34	35	3	18	5	10	34	8	5	21	12	15	30	32	26	16	25	8	24	26	23	13	14	7	30	19	14	30	9	32	31	32	14	15	33	18	30	87	165	204	165	87	65	78	122	181	229	247	229	181	122	71	35	22	27	37	21	24	22	35	33	6	7	9	29	8	38	27	7	20	33	35	37	22	22	7	20	21	6	19	20	8	24	1	12	20	12	23	14	5	35	25	25	26	28	32	20	6	15	31	7	13	37	10	31	8	38	2	16	15	15	4	16	23	38	8	14	10	11	7	1	17	9	33	20	35	37	22	5	35	23	34	16
23	3	35	25	4	27	15	3	8	10	9	27	29	21	21	24	38	24	23	35	22	13	37	17	23	28	26	8	3	10	33	21	18	16	30	25	25	6	17	19	14	15	60	140	186	140	60	15	18	13	30	15	27	18	28	36	20	35	8	33	3	18	1	31	7	6	7	26	8	11	29	19	35	2	17	22	62	100	141	174	186	174	141	100	62	22	32	5	11	0	36	29	29	5	13	6	19	31	24	26	24	28	33	24	7	22	6	35	3	13	22	18	31	20	9	27	6	25	24	9	7	6	6	8	37	1	37	1	37	11	20	33	34	7	25	36	37	4	7	29	2	3	19	33	38	0	21	33	35	32	34	29	4	19	6	32	35	6	34	16	46	87	108	87	46	16	69	113	167	211	229	211	167	113	65	15	15	10	33	28	17	27	36	7	9	25	31	33	15	4	3	14	32	8	30	25	1	30	35	19	32	5	29	35	32	10	8	20	15	18	38	23	36	19	17	30	28	17	2	3	31	25	1	21	28	4	8	31	5	34	35	0	14	6	21	4	2	36	37	14	25	3	8	2	18	6	38	16	37	28	22	21	27	0	30	35
0	32	29	38	9	35	25	4	10	29	31	4	18	8	35	12	33	10	34	7	29	1	58	25	22	14	8	30	6	19	0	7	19	32	5	28	26	1	19	37	4	19	80	186	247	186	80	19	28	24	23	19	22	16	3	11	21	24	36	37	4	25	23	18	14	18	26	37	3	31	23	35	4	11	2	19	76	123	174	214	229	214	174	123	76	29	11	9	13	17	28	20	15	35	37	24	5	24	15	38	11	14	27	20	7	26	2	7	2	34	32	5	16	5	22	36	10	38	13	8	25	37	24	2	14	6	9	2	34	30	14	32	29	24	15	14	3	13	21	18	25	20	31	4	18	23	7	23	2	22	32	19	17	6	1	29	30	11	4	14	16	30	38	30	16	32	53	89	132	167	181	167	132	89	52	32	25	37	36	4	25	18	3	34	19	30	2	10	25	5	24	15	29	25	15	11	13	35	17	17	17	36	8	34	1	13	29	13	24	17	0	23	23	25	13	19	27	34	2	4	25	29	38	5	14	26	14	33	11	5	26	8	33	29	16	0	6	10	33	23	12	11	17	35	35	19	24	28	1	22	2	16	18	1	2	35
20	14	14	6	6	13	13	30	19	18	5	34	26	32	25	38	37	10	24	58	77	92	97	92	77	58	28	19	33	7	5	0	6	20	20	15	12	0	31	24	17	15	60	140	186	140	60	15	9	31	32	33	18	37	32	3	9	31	16	18	36	37	29	22	35	19	6	12	11	21	3	3	6	36	31	44	82	132	186	229	245	229	186	132	82	44	27	37	38	38	6	37	20	3	12	34	32	0	24	31	14	248	14	9	2	10	4	19	16	15	34	16	11	2	8	9	1	27	0	23	16	10	25	12	4	20	6	34	25	32	29	31	24	27	26	12	20	33	2	19	17	35	24	38	22	32	18	21	7	24	37	20	18	30	4	34	0	20	26	22	18	12	23	35	26	36	35	60	89	113	122	113	89	60	255	4	20	4	21	26	6	30	15	34	12	2	8	3	36	1	4	0	8	0	25	20	9	7	3	14	0	23	18	12	28	32	10	20	17	13	32	38	24	7	5	22	13	10	21	7	26	2	1	11	3	34	32	15	6	16	16	28	16	36	35	36	13	11	34	8	5	20	35	15	8	3	36	23	14	25	30	13	26	8	37	27
6	17	24	36	20	24	26	35	6	16	12	27	34	19	31	12	21	15	58	87	116	137	146	137	116	87	58	34	26	32	4	11	29	8	1	17	36	10	22	14	1	19	26	60	80	60	26	32	10	2	9	25	13	25	0	27	15	1	16	27	35	38	38	34	33	31	21	16	5	25	33	11	32	3	14	10	76	123	174	214	230	216	175	123	76	6	24	12	37	19	28	0	23	22	31	25	34	35	6	7	30	14	2	15	11	28	4	30	30	20	10	3	24	1	2	5	17	26	33	19	2	12	25	30	11	19	31	23	21	13	16	30	13	18	14	26	22	25	19	15	18	3	16	37	30	28	29	29	32	29	37	4	15	19	10	1	37	28	6	6	27	15	3	16	5	31	36	35	52	65	71	65	52	35	0	25	26	10	32	11	1	4	31	27	30	24	32	1	16	10	18	34	11	23	1	6	32	7	32	13	26	2	28	19	36	11	14	4	37	17	3	27	19	13	29	32	10	20	17	6	23	36	4	34	21	16	6	9	17	20	14	30	34	28	16	23	25	5	19	12	22	36	16	1	36	35	14	10	30	20	22	26	4	33	36	4
32	35	0	20	25	15	25	29	22	24	11	32	16	24	32	10	15	21	77	116	154	183	194	183	154	116	77	17	3	28	1	16	1	37	20	35	15	34	10	35	34	15	24	15	19	15	22	34	8	0	34	9	9	25	12	32	34	36	15	31	6	24	27	3	20	34	10	9	32	19	6	9	25	22	11	24	62	100	141	175	210	251	165	101	62	27	11	16	14	30	5	35	11	19	30	26	6	27	5	36	34	20	26	37	5	29	32	30	7	16	1	12	5	17	22	30	16	20	35	34	21	34	2	31	13	9	31	13	6	1	37	26	33	36	26	35	10	34	35	11	3	29	3	28	17	25	6	20	24	1	18	34	4	17	25	11	36	27	14	17	14	8	21	34	21	29	34	32	5	7	35	6	1	0	23	23	35	28	12	19	10	28	4	29	31	29	13	22	18	3	32	26	10	37	7	11	16	9	7	27	7	20	11	18	35	8	0	35	26	20	20	4	38	14	24	15	0	21	19	9	2	32	2	12	30	37	22	30	28	25	25	36	20	15	26	17	5	17	21	15	15	29	20	19	3	10	17	24	27	38	36	4	36	6	37	23
9	3	11	31	3	14	5	6	2	27	3	24	7	25	19	11	32	31	92	137	183	218	231	218	183	137	92	36	0	24	0	4	4	14	9	13	10	15	16	24	30	10	32	28	32	7	3	23	27	4	4	23	31	31	3	28	35	17	3	9	28	2	16	21	36	8	4	25	4	38	9	23	31	32	19	29	44	71	100	126	209	255	178	73	44	35	34	8	21	30	7	29	18	22	10	3	11	35	18	10	29	30	1	34	31	12	26	11	36	11	6	29	18	25	37	12	3	30	14	22	7	3	6	32	12	15	25	31	29	14	7	25	0	11	24	23	12	38	5	28	6	17	32	14	3	21	10	5	27	19	7	4	8	5	12	36	12	28	46	55	46	28	12	20	9	17	26	21	23	33	15	29	6	2	13	31	14	37	23	13	35	34	33	10	11	30	27	19	37	18	38	19	19	29	15	17	5	29	22	25	31	8	33	35	11	28	13	10	7	25	20	32	10	7	16	18	30	5	2	24	1	5	27	20	21	31	30	19	11	5	34	37	36	24	3	3	7	1	28	6	24	30	22	14	31	12	12	30	19	10	28	6	35	9	3	3
29	31	28	29	37	18	30	16	36	0	38	22	13	21	11	6	25	58	97	146	194	231	245	231	194	146	97	58	26	30	13	10	13	13	35	29	11	23	29	32	35	23	3	8	33	16	25	30	9	21	9	0	29	1	15	10	8	25	35	0	29	31	35	37	5	20	31	24	36	36	37	3	17	12	5	5	31	44	77	77	106	153	86	45	20	36	38	16	14	9	17	10	18	17	10	5	16	19	12	26	17	17	30	31	29	30	19	21	24	4	9	24	12	29	10	2	11	21	37	26	27	21	20	33	15	18	8	29	21	14	27	4	0	23	25	22	35	24	20	10	2	28	6	11	10	21	21	30	33	30	37	7	36	2	9	0	28	65	107	126	107	65	28	26	35	22	6	19	22	7	12	27	21	5	15	15	22	1	22	36	4	28	37	23	28	12	18	2	15	14	11	31	17	31	30	11	3	2	24	16	35	16	6	21	36	25	15	10	32	36	14	3	7	22	7	11	18	13	12	18	9	1	25	6	31	16	13	29	29	7	4	7	24	32	20	6	27	35	8	33	8	32	33	20	18	34	2	19	24	28	9	1	5	29	37	15
38	12	5	15	22	24	21	12	6	6	5	27	18	4	27	7	31	20	92	137	183	218	231	218	183	137	92	21	8	30	20	22	16	28	3	19	23	33	17	25	12	23	11	31	30	36	17	17	23	32	1	7	36	36	17	31	36	26	14	16	17	26	18	36	14	13	34	21	29	5	17	3	25	27	35	15	26	36	41	36	71	17	25	26	33	18	18	31	32	7	1	2	5	7	24	1	18	26	4	9	11	7	12	31	11	30	21	21	28	30	34	5	30	7	1	5	5	5	36	10	36	24	33	14	9	7	21	10	12	1	22	37	33	0	24	14	4	21	16	20	34	6	17	2	15	28	4	26	11	23	6	17	0	9	10	14	46	107	177	209	177	107	46	14	20	8	13	29	16	2	15	18	32	12	31	22	2	10	23	18	8	9	30	24	6	27	15	18	27	15	1	3	23	17	35	4	14	21	4	35	24	35	24	1	12	4	24	2	26	18	12	20	27	31	12	12	13	25	33	29	34	33	7	33	37	29	33	3	25	12	24	34	14	29	6	20	24	27	12	10	35	24	4	24	7	30	33	13	5	29	12	10	8	3	21	15
29	19	15	2	8	21	16	34	2	17	21	5	21	33	8	6	2	25	77	116	154	183	194	183	154	116	77	1	11	37	29	9	19	32	43	48	43	32	19	26	5	24	33	34	13	19	26	27	18	14	11	3	17	6	15	35	20	35	4	38	4	12	30	23	18	11	5	11	6	12	4	32	37	8	15	32	57	80	90	80	57	32	15	27	1	24	26	1	0	5	33	11	20	20	22	13	16	16	38	2	15	30	23	12	34	4	12	34	25	26	18	5	36	34	17	32	12	14	30	4	36	0	11	2	17	30	35	20	31	22	29	0	18	10	12	37	8	20	9	22	38	5	37	5	7	25	5	3	25	1	38	21	14	27	36	17	55	126	209	247	209	126	55	17	15	27	23	30	23	14	33	9	30	38	11	27	25	16	19	36	36	28	15	2	22	22	14	34	24	24	11	3	11	9	13	32	6	6	19	23	6	24	32	30	10	12	7	17	12	11	36	15	15	23	3	8	28	22	8	32	16	21	20	7	3	18	1	17	21	24	1	27	6	23	23	30	2	33	15	15	12	21	11	14	13	24	25	38	36	13	7	35	11	21	35	3
10	16	22	34	8	37	17	30	20	13	17	27	35	34	5	5	34	25	58	87	116	137	146	137	116	87	58	2	19	34	15	19	73	67	91	102	90	66	39	19	11	9	8	15	23	10	24	31	4	28	25	18	36	4	23	9	1	22	32	21	32	8	24	7	11	1	245	27	36	29	29	21	11	9	26	57	101	141	158	141	101	57	26	11	37	9	21	8	17	5	14	30	31	35	21	31	27	2	6	9	9	7	9	11	36	13	11	15	12	29	14	5	24	14	14	3	33	18	3	35	11	23	25	8	37	25	21	33	21	1	18	31	28	22	0	27	17	25	29	31	1	30	22	3	10	5	22	21	3	38	10	12	12	2	20	14	46	107	177	209	177	107	46	14	10	16	36	35	5	23	14	28	20	10	19	33	28	8	6	14	33	26	24	5	3	34	16	19	18	20	10	9	34	35	23	14	23	26	34	3	21	16	24	21	9	4	0	2	12	30	13	24	38	25	21	9	28	34	33	23	25	35	17	11	24	11	24	2	38	8	23	13	27	1	3	35	3	13	20	9	21	30	20	36	6	16	11	23	1	2	12	4	7	14	2	27
25	7	2	16	18	8	33	23	1	34	17	2	4	38	33	24	1	12	18	58	77	92	97	92	77	58	4	22	12	33	49	97	152	206	225	215	161	116	68	32	17	22	3	2	12	20	21	9	35	32	17	38	22	9	31	17	10	37	5	20	37	25	24	18	22	35	14	9	16	10	17	24	20	15	36	80	141	199	223	199	141	80	36	33	11	15	20	2	9	5	4	34	1	32	19	4	19	23	3	37	25	18	33	10	32	13	36	9	37	20	22	38	29	12	2	2	31	16	15	20	34	16	23	4	13	6	9	14	10	8	24	31	8	34	29	21	37	22	8	33	33	12	13	32	19	2	30	16	11	13	14	30	1	28	33	11	28	65	107	126	107	81	28	25	9	24	3	37	23	15	1	33	23	32	19	0	35	16	28	6	31	35	30	29	15	27	22	22	13	27	6	0	21	21	21	27	35	36	35	23	35	4	13	1	21	28	7	16	4	12	30	21	29	24	34	2	7	16	28	34	1	5	16	29	20	29	6	26	24	0	28	38	5	14	7	27	7	38	1	2	31	33	22	29	20	22	7	19	2	2	13	24	34	26	26	27
31	25	20	13	36	9	20	28	10	32	21	35	13	36	35	22	4	14	11	10	9	0	58	34	17	22	12	38	33	58	88	172	255	255	255	255	255	172	98	46	38	37	25	28	13	20	10	27	30	3	8	8	24	28	32	1	8	18	14	13	2	29	15	26	21	29	85	29	2	12	37	36	14	15	41	90	158	223	249	223	158	90	41	15	24	22	32	37	3	34	22	7	8	27	23	22	37	22	4	6	4	6	26	24	14	6	15	31	15	29	11	24	34	8	18	4	5	2	3	24	16	24	33	29	37	30	36	28	10	28	27	30	29	12	20	30	22	36	7	35	29	11	24	18	5	21	37	17	23	4	8	6	1	10	9	14	12	28	63	83	86	72	51	32	16	5	38	20	15	10	14	15	35	19	23	0	22	30	25	20	32	37	12	30	11	1	4	13	12	1	6	17	29	26	27	18	35	38	36	18	40	35	15	23	21	32	11	25	23	25	12	13	7	4	11	14	20	38	1	27	35	33	5	37	17	33	33	14	24	33	1	3	14	6	1	30	13	31	7	26	33	29	9	14	14	10	13	3	17	17	1	24	2	6	26	21
0	11	14	6	3	18	14	32	21	31	18	1	0	6	14	27	6	11	25	11	12	6	15	34	34	15	26	10	49	87	150	247	255	255	255	255	255	223	121	54	19	36	24	8	4	22	10	3	6	2	26	30	31	10	34	23	1	13	20	24	17	31	6	37	32	85	251	85	13	24	12	3	20	32	36	80	141	199	223	199	141	80	36	29	36	13	15	6	13	21	21	6	4	15	32	7	19	5	33	29	22	15	19	34	35	19	20	35	22	30	25	18	8	23	7	8	33	5	25	17	23	28	12	2	32	14	25	34	10	38	32	30	25	21	15	31	23	30	38	30	33	19	33	13	8	19	1	32	10	26	30	26	25	9	18	36	9	25	50	78	99	103	88	103	35	16	8	10	30	13	23	7	3	12	9	35	36	1	23	2	16	20	32	24	10	35	29	22	34	14	13	24	3	14	7	31	28	40	57	72	77	72	57	40	26	35	31	21	1	4	20	36	32	36	37	14	12	30	8	37	36	14	13	26	27	31	23	4	21	2	29	25	23	9	27	28	13	1	32	29	19	27	30	13	35	22	11	10	34	14	6	36	25	38	7	32
19	23	2	22	24	19	2	20	2	32	23	26	25	24	36	7	18	32	19	29	7	26	35	6	16	2	9	25	63	110	167	255	255	255	255	255	255	253	128	53	33	13	1	35	18	35	13	26	1	20	13	13	36	29	13	24	16	22	37	24	6	32	28	4	6	29	85	29	11	16	20	11	32	30	26	57	101	141	158	141	101	57	26	10	24	4	26	13	26	11	26	15	15	8	28	31	35	20	7	23	8	16	33	16	35	14	27	23	4	16	35	2	15	9	9	14	35	19	31	13	18	36	5	3	27	36	4	25	6	27	24	2	31	38	17	13	2	9	22	23	10	25	2	36	4	13	25	19	20	15	29	11	25	35	13	31	30	28	61	109	189	224	221	186	136	89	43	5	6	16	26	25	26	0	5	29	32	29	36	35	9	19	30	20	24	21	28	2	19	9	13	21	28	16	19	5	40	67	96	120	129	120	96	67	40	8	11	17	9	10	34	22	36	24	10	4	21	17	26	29	15	22	8	36	20	11	9	36	26	27	25	30	22	19	34	15	9	11	35	27	33	14	24	1	48	111	48	35	18	20	29	13	24	13	12	25
17	4	9	37	27	25	12	1	22	1	10	7	17	29	24	12	11	3	7	28	3	35	16	3	22	32	13	33	68	120	185	255	255	255	255	255	255	255	114	44	30	27	23	14	15	16	16	8	19	2	22	2	33	33	13	37	37	38	6	0	9	13	9	29	9	17	10	13	35	0	5	15	32	8	15	32	57	80	90	80	57	32	15	36	37	14	38	5	29	22	24	19	8	6	24	31	26	18	36	23	9	26	12	29	38	10	36	27	4	9	36	18	34	30	1	29	26	33	22	24	4	8	1	17	12	11	19	7	36	36	23	0	35	26	3	38	12	31	18	22	18	21	7	22	6	17	21	18	32	38	37	29	8	1	7	22	24	39	85	189	255	255	255	255	208	139	70	43	14	24	34	10	11	5	20	31	11	30	17	21	38	26	37	4	34	2	5	24	14	12	30	12	23	18	11	32	57	96	139	174	187	174	139	96	57	22	3	10	7	21	8	19	28	37	29	3	36	37	23	37	13	34	0	18	6	12	7	23	25	13	2	2	2	3	1	37	28	29	1	4	10	34	37	38	111	255	111	13	11	7	28	27	7	17	2	25
